,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Outlet_Age
2148,96,10.8,0,0.061101383,14,151.9024,8,1997,2,0,1,2580.6408,0,16
5039,96,10.8,0,0.060805497,14,150.8024,5,1985,1,2,3,3339.6528,0,28
1167,184,16.25,0,0.087668236,4,94.941,2,2007,2,1,1,1737.7379999999996,1,6
2697,184,16.25,0,0.14591330800000002,4,95.441,0,1998,2,2,0,193.082,1,15
2889,184,16.25,0,0.086752988,4,98.141,5,1985,1,2,3,1737.7379999999996,1,28
4554,184,16.25,0,0.152632413,4,98.441,4,1985,2,0,0,96.541,1,28
4701,184,16.25,0,0.087158654,4,95.141,6,2004,2,1,1,2220.443,1,9
4825,184,16.25,0,0.08731067199999999,4,95.541,9,1999,1,0,1,1544.656,1,14
6329,184,16.25,0,0.08717513699999999,4,98.341,8,1997,2,0,1,1351.5739999999996,1,16
7422,184,16.25,0,0.087102593,4,96.041,1,1987,0,2,1,868.8689999999998,1,26
500,1374,12.15,0,0.014755488666666669,9,117.815,2,2007,2,1,1,2330.3,2,6
960,1374,12.15,0,0.029380407,9,114.715,5,1985,1,2,3,1864.24,2,28
1885,1374,12.15,0,0.029569276,9,115.015,9,1999,1,0,1,2912.875,2,14
4704,1374,12.15,0,0.014755488666666669,9,117.615,1,1987,0,2,1,1514.695,2,26
4725,1374,12.15,0,0.014755488666666669,9,118.515,3,2009,1,2,2,1398.18,2,4
5481,1374,12.15,0,0.029583249,9,114.715,7,2002,2,1,1,1048.635,2,11
2657,5,8.785,0,0.020609218,14,155.1656,9,1999,1,0,1,4016.1056,0,14
6128,5,8.785,0,0.020573334,14,156.4656,6,2004,2,1,1,2162.5184,0,9
7619,5,8.785,0,0.020693619,14,153.1656,2,2007,2,1,1,1853.5872,0,6
7811,5,8.785,0,0.020618957,14,153.0656,7,2002,2,1,1,4170.5712,0,11
1510,615,15.1,1,0.067350054,13,257.3304,3,2009,1,2,2,3874.956,1,4
2962,615,15.1,1,0.117442838,13,257.7304,4,1985,2,0,0,774.9912,1,28
3498,615,15.1,1,0.067064128,13,257.9304,6,2004,2,1,1,6458.26,1,9
5030,615,15.1,1,0.067212845,13,260.2304,7,2002,2,1,1,4908.2776,1,11
5274,615,15.1,1,0.067020992,13,260.3304,1,1987,0,2,1,5424.9384,1,26
6974,615,15.1,1,0.067181098,13,258.8304,9,1999,1,0,1,5424.9384,1,14
4398,1455,10.3,0,0.117593973,8,154.463,2,2007,2,1,1,2503.408,2,6
5482,1455,10.3,0,0.10742035050000001,8,154.66299999999995,1,1987,0,2,1,2816.3340000000007,2,26
5636,1455,10.3,0,0.195721125,8,156.463,0,1998,2,2,0,312.926,2,15
7740,1455,10.3,0,0.116366304,8,158.363,5,1985,1,2,3,4068.038,2,28
6440,294,10.695,0,0.05337973,5,56.7904,9,1999,1,0,1,1113.2176,1,14
7600,294,10.695,0,0.053296868,5,59.6904,8,1997,2,0,1,937.4464,1,16
8260,294,10.695,0,0.03992884325,5,60.5904,2,2007,2,1,1,410.1328,1,6
8282,294,10.695,0,0.053038775,5,59.5904,5,1985,1,2,3,1640.5312,1,28
326,1059,16.35,0,0.032511818,10,165.0842,1,1987,0,2,1,994.7052,1,26
477,1059,16.35,0,0.054463442,10,163.8842,0,1998,2,2,0,165.7842,1,15
2635,1059,16.35,0,0.032381325,10,166.1842,5,1985,1,2,3,5470.8786,1,28
6815,1059,16.35,0,0.032671446,10,165.4842,3,2009,1,2,2,1492.0578,1,4
7099,1059,16.35,0,0.03272295,10,165.7842,2,2007,2,1,1,1823.6262,1,6
7787,1059,16.35,0,0.032538896,10,165.7842,8,1997,2,0,1,2652.5472,1,16
2044,900,15.35,0,0.014098693,5,37.219,2,2007,2,1,1,805.618,1,6
2558,900,15.35,0,0.014047825,5,36.719,7,2002,2,1,1,585.904,1,11
4265,900,15.35,0,0.02346559,5,35.219,0,1998,2,2,0,36.619,1,15
4371,900,15.35,0,0.01404119,5,38.419,9,1999,1,0,1,476.047,1,14
5806,900,15.35,0,0.013951503999999998,5,36.719,5,1985,1,2,3,622.523,1,28
6345,900,15.35,0,0.014007727,5,38.319,1,1987,0,2,1,292.952,1,26
7612,900,15.35,0,0.024546148,5,34.619,4,1985,2,0,0,36.619,1,28
1295,445,20.7,0,0.021427082000000004,0,156.5288,6,2004,2,1,1,1571.2879999999998,1,9
2145,445,20.7,0,0.021464454,0,156.6288,9,1999,1,0,1,3928.22,1,14
6977,445,20.7,0,0.021431134,0,157.0288,8,1997,2,0,1,2199.8032,1,16
7714,445,20.7,0,0.021552357,0,157.0288,2,2007,2,1,1,2985.4472,1,6
8515,445,20.7,0,0.021518435,0,157.5288,3,2009,1,2,2,1571.2879999999998,1,4
2715,1115,13.15,0,0.03627089,1,85.9566,4,1985,2,0,0,169.1132,1,28
5822,1115,13.15,0,0.020833091,1,86.5566,2,2007,2,1,1,1860.2452,1,6
6224,1115,13.15,0,0.020757926,1,84.3566,7,2002,2,1,1,761.0094,1,11
6720,1115,13.15,0,0.020715913,1,83.5566,8,1997,2,0,1,1268.349,1,16
8334,1115,13.15,0,0.020698674,1,86.3566,1,1987,0,2,1,1099.2358,1,26
8413,1115,13.15,0,0.020711996,1,82.7566,6,2004,2,1,1,1691.132,1,9
408,821,16.7,0,0.022047313,4,110.2886,1,1987,0,2,1,1890.2062,1,26
2299,821,16.7,0,0.022110425,4,110.8886,7,2002,2,1,1,3558.0352,1,11
5285,821,16.7,0,0.036933417,4,109.1886,0,1998,2,2,0,222.3772,1,15
5505,821,16.7,0,0.022190488,4,113.1886,2,2007,2,1,1,3335.658,1,6
5590,821,16.7,0,0.022155562,4,109.5886,3,2009,1,2,2,1000.6974,1,4
6070,821,16.7,0,0.022099982,4,110.1886,9,1999,1,0,1,1334.2632,1,14
6988,821,16.7,0,0.022065676,4,110.5886,8,1997,2,0,1,1556.6404,1,16
544,50,14.8,0,0.044869794000000005,14,76.467,6,2004,2,1,1,1531.34,0,9
1218,50,14.8,0,0.044840933,14,78.367,1,1987,0,2,1,918.804,0,26
3005,50,14.800000000000002,0,0.044660955,14,74.767,5,1985,1,2,3,2679.845,0,28
5974,50,14.800000000000002,0,0.078576075,14,78.467,4,1985,2,0,0,229.701,0,28
8522,50,14.8,0,0.04487828,14,75.467,8,1997,2,0,1,765.67,0,16
368,612,20.7,1,0.047684831,4,212.5876,3,2009,1,2,2,1286.3256,1,4
438,612,20.7,1,0.047565208,4,213.4876,9,1999,1,0,1,1929.4884,1,14
1964,612,20.7,1,0.047587685,4,215.0876,7,2002,2,1,1,5145.3024,1,11
3167,612,20.7,1,0.047482391,4,215.9876,6,2004,2,1,1,3430.2016,1,9
5597,612,20.7,1,0.04745185,4,214.6876,1,1987,0,2,1,3001.4264,1,26
7705,612,20.7,1,0.047491371,4,213.9876,8,1997,2,0,1,2143.876,1,16
1077,739,15.85,0,0.06908748099999999,1,218.7166,6,2004,2,1,1,1088.583,1,9
1590,739,15.85,0,0.11566015,1,218.3166,0,1998,2,2,0,435.4332,1,15
2641,739,15.85,0,0.068765925,1,216.9166,5,1985,1,2,3,4354.332,1,28
3193,739,15.85,0,0.069491408,1,218.2166,2,2007,2,1,1,4789.7652,1,6
4178,739,15.85,0,0.069240685,1,217.5166,7,2002,2,1,1,653.1498,1,11
5067,739,15.85,0,0.069043044,1,218.7166,1,1987,0,2,1,4136.6154,1,26
5705,739,15.85,0,0.120986139,1,216.1166,4,1985,2,0,0,435.4332,1,28
8065,739,15.85,0,0.069100548,1,216.6166,8,1997,2,0,1,4136.6154,1,16
192,150,11.85,1,0.050186726,6,164.1526,7,2002,2,1,1,3124.5994,1,11
3355,150,11.85,1,0.050085152,6,164.7526,8,1997,2,0,1,1315.6208,1,16
3619,150,11.85,1,0.050368454000000014,6,163.8526,2,2007,2,1,1,1808.9786,1,6
7220,150,11.85,1,0.049842613,6,164.2526,5,1985,1,2,3,3946.8624,1,28
7707,150,11.85,1,0.08769263599999999,6,162.5526,4,1985,2,0,0,328.9052,1,28
7876,150,11.85,1,0.050043472,6,164.6526,1,1987,0,2,1,2137.8838,1,26
1051,1072,12.1,0,0.147663025,6,106.028,5,1985,1,2,3,1810.976,1,28
3149,1072,12.1,0,0.14825809,6,108.428,1,1987,0,2,1,1278.336,1,26
5947,1072,12.1,0,0.148612263,6,104.528,9,1999,1,0,1,1384.864,1,14
8091,1072,12.1,0,0.148986013,6,106.528,3,2009,1,2,2,1171.808,1,4
1260,1118,16.0,0,0.057012605999999987,4,225.0404,1,1987,0,2,1,5851.0504,1,26
1589,1118,16.0,0,0.05706009,4,225.0404,8,1997,2,0,1,4950.8888,1,16
3985,1118,16.0,0,0.057292529,4,224.3404,3,2009,1,2,2,4500.808,1,4
6612,1118,16.0,0,0.057049301,4,225.9404,6,2004,2,1,1,1350.2424,1,9
1650,1508,8.88,0,0.098775709,9,208.927,9,1999,1,0,1,7130.718000000002,2,14
1867,1508,8.88,0,0.165073642,9,207.727,0,1998,2,2,0,209.727,2,15
2823,1508,8.88,0,0.098822387,9,209.627,7,2002,2,1,1,1887.543,2,11
3536,1508,8.88,0,0.098622378,9,208.427,8,1997,2,0,1,5452.901999999999,2,16
6191,1508,8.88,0,0.099024124,9,208.527,3,2009,1,2,2,3145.905,2,4
7225,1508,8.88,0,0.098603729,9,210.727,6,2004,2,1,1,4194.54,2,9
3155,772,11.1,0,0.135416391,13,218.3482,7,2002,2,1,1,2847.6266,1,11
3206,772,11.1,0,0.236616754,13,217.6482,4,1985,2,0,0,219.0482,1,28
6319,772,11.1,0,0.135692831,13,220.0482,3,2009,1,2,2,2628.5784,1,4
7262,772,11.1,0,0.126931494,13,220.7482,9,1999,1,0,1,4380.964,1,14
158,20,13.85,0,0.030969274,14,140.9154,2,2007,2,1,1,1701.7848,0,6
1369,20,13.85,0,0.030795085,14,143.3154,8,1997,2,0,1,1985.4156,0,16
1930,20,13.85,0,0.030769458,14,141.7154,1,1987,0,2,1,2978.1234,0,26
3094,20,13.85,0,0.030645958,14,141.7154,5,1985,1,2,3,2694.4926,0,28
3438,20,13.85,0,0.030920531,14,141.0154,3,2009,1,2,2,1701.7848,0,4
5834,20,13.85,0,0.051544658,14,142.5154,0,1998,2,2,0,141.8154,0,15
7983,20,13.85,0,0.030842963,14,143.1154,9,1999,1,0,1,2552.6772,0,14
745,700,16.75,1,0.008579863,10,72.3038,9,1999,1,0,1,960.7494,1,14
4031,700,16.75,1,0.014998914,10,72.4038,4,1985,2,0,0,221.7114,1,28
4237,700,16.75,1,0.008564925,10,73.2038,6,2004,2,1,1,1404.1722,1,9
5208,700,16.75,1,0.008601441,10,73.7038,3,2009,1,2,2,1404.1722,1,4
6258,700,16.75,1,0.008525061,10,72.5038,5,1985,1,2,3,2512.7292,1,28
7623,700,16.75,1,0.008615000000000001,10,72.4038,2,2007,2,1,1,739.038,1,6
208,903,5.175,1,0.051643608,13,107.3622,4,1985,2,0,0,317.5866,1,28
649,903,5.175,1,0.029471408,13,105.4622,1,1987,0,2,1,3281.7282,1,26
1642,903,5.175,1,0.04937018,13,106.7622,0,1998,2,2,0,211.7244,1,15
2686,903,5.175,1,0.029616108,13,107.7622,3,2009,1,2,2,2011.3818,1,4
5492,903,5.175,1,0.029662795,13,105.2622,2,2007,2,1,1,2328.9684,1,6
6005,903,5.175,1,0.029555773,13,105.9622,7,2002,2,1,1,1693.7952,1,11
6417,903,5.175,1,0.029490377,13,107.6622,6,2004,2,1,1,2858.2794,1,9
1081,1051,16.0,0,0.076975118,6,46.2086,9,1999,1,0,1,490.6946,1,14
5124,1051,16.0,0,0.076483451,6,43.4086,5,1985,1,2,3,847.5634,1,28
6555,1051,16.0,0,0.077290355,6,44.5086,2,2007,2,1,1,713.7376,1,6
772,9,17.85,0,0.038040837,14,189.1188,2,2007,2,1,1,3237.1196,0,6
4605,9,17.85,0,0.037826873,14,189.7188,8,1997,2,0,1,2285.0256,0,16
7062,9,17.85,0,0.03781972,14,191.6188,6,2004,2,1,1,2475.4444,0,9
7557,9,17.85,0,0.037885683,14,190.4188,9,1999,1,0,1,952.094,0,14
196,221,19.0,1,0.097313129,5,48.0718,8,1997,2,0,1,992.7078,1,16
2408,221,19.0,1,0.162882227,5,46.8718,0,1998,2,2,0,189.0872,1,15
5269,221,19.0,1,0.097709541,5,48.6718,3,2009,1,2,2,614.5334,1,4
5810,221,19.0,1,0.097294728,5,47.7718,6,2004,2,1,1,1039.9796,1,9
6033,221,19.0,1,0.097510482,5,48.1718,7,2002,2,1,1,709.077,1,11
6869,221,19.0,1,0.170382726,5,45.2718,4,1985,2,0,0,47.2718,1,28
969,444,6.405,0,0.136275173,13,128.1678,6,2004,2,1,1,1017.3424,1,9
5033,444,6.405,0,0.136512858,13,128.7678,9,1999,1,0,1,3052.0272,1,14
154,1132,7.365,0,0.042560252,6,226.172,8,1997,2,0,1,3169.208,1,16
2243,1132,7.365,0,0.04280099,6,228.372,2,2007,2,1,1,2037.348,1,6
4475,1132,7.365,0,0.042552205,6,225.172,6,2004,2,1,1,3395.58,1,9
5019,1132,7.365,0,0.042733625,6,226.972,3,2009,1,2,2,3848.324,1,4
6654,1132,7.365,0,0.042524835,6,228.372,1,1987,0,2,1,4527.44,1,26
7322,1132,7.365,0,0.042646566,6,225.172,7,2002,2,1,1,452.744,1,11
7539,1132,7.365000000000001,0,0.042354152,6,227.272,5,1985,1,2,3,7017.531999999998,1,28
7936,1132,7.365,0,0.042626422,6,227.072,9,1999,1,0,1,4074.696,1,14
8458,1132,7.365000000000001,0,0.074517508,6,227.372,4,1985,2,0,0,452.744,1,28
2120,551,9.065,0,0.115799592,5,95.3094,3,2009,1,2,2,1713.7692,1,4
4694,551,9.065,0,0.115233813,5,94.4094,1,1987,0,2,1,2856.282,1,26
5364,551,9.065,0,0.114771298,5,93.9094,5,1985,1,2,3,3903.5854,1,28
5686,551,9.065,0,0.115307979,5,97.0094,6,2004,2,1,1,856.8846,1,9
7399,551,9.065,0,0.115563679,5,96.0094,7,2002,2,1,1,1713.7692,1,11
999,1439,20.7,0,0.039055756,9,152.3366,5,1985,1,2,3,2115.9124,2,28
1625,1439,20.7,0,0.039405676,9,149.8366,3,2009,1,2,2,2267.049,2,4
4935,1439,20.7,0,0.039238384,9,152.8366,6,2004,2,1,1,2569.3222,2,9
6032,1439,20.7,0,0.039245805,9,151.4366,8,1997,2,0,1,1511.366,2,16
6195,1439,20.7,0,0.039467795,9,151.7366,2,2007,2,1,1,604.5464,2,6
7859,1439,20.7,0,0.065689432,9,149.7366,0,1998,2,2,0,151.1366,2,15
8286,1439,20.7,0,0.039306822000000005,9,150.7366,9,1999,1,0,1,3325.0052,2,14
2713,399,6.63,1,0.010961483,13,58.2588,7,2002,2,1,1,343.5528,1,11
3285,399,6.63,1,0.010937229,13,55.8588,6,2004,2,1,1,801.6232,1,9
6019,399,6.63,1,0.019153299,13,57.6588,4,1985,2,0,0,400.8116,1,28
7442,399,6.63,1,0.01098386,13,55.4588,3,2009,1,2,2,343.5528,1,4
7835,399,6.63,1,0.018310142,13,57.7588,0,1998,2,2,0,57.2588,1,15
7922,399,6.63,1,0.010886324,13,57.2588,5,1985,1,2,3,801.6232,1,28
1462,1529,15.2,0,0.169943195,8,116.2492,4,1985,2,0,0,115.8492,2,28
3910,1529,15.2,0,0.096592065,8,117.4492,5,1985,1,2,3,1621.8888,2,28
4334,1529,15.2,0,0.162462044,8,117.6492,0,1998,2,2,0,347.5476,2,15
4783,1529,15.2,0,0.09698132,8,116.3492,1,1987,0,2,1,2548.6824,2,26
5156,1529,15.2,0,0.097258937,8,114.8492,7,2002,2,1,1,1506.0396,2,11
6485,1529,15.2,0,0.097043739,8,116.8492,6,2004,2,1,1,2664.5316,2,9
7226,1529,15.2,0,0.097457483,8,114.4492,3,2009,1,2,2,579.246,2,4
8378,1529,15.2,0,0.097611115,8,116.5492,2,2007,2,1,1,810.9444,2,6
2042,1484,8.6,0,0.090558833,9,112.6176,3,2009,1,2,2,3091.9752,2,4
2250,1484,8.6,0,0.090191431,9,112.9176,8,1997,2,0,1,458.0704,2,16
4682,1484,8.6,0,0.090374342,9,114.3176,7,2002,2,1,1,1946.7992,2,11
7038,1484,8.6,0,0.0677811515,9,115.2176,5,1985,1,2,3,1030.6584,2,28
37,143,8.85,1,0.113123893,14,122.5388,3,2009,1,2,2,1609.9044,0,4
3539,143,8.85,1,0.112840108,14,122.0388,9,1999,1,0,1,1238.388,0,14
4207,143,8.85,1,0.112119359,14,123.0388,5,1985,1,2,3,1981.4208,0,28
4339,143,8.85,1,0.113302223,14,125.1388,2,2007,2,1,1,1114.5492,0,6
6623,143,8.85,1,0.112571187,14,122.0388,1,1987,0,2,1,1609.9044,0,26
8396,143,8.85,1,0.112893431,14,123.3388,7,2002,2,1,1,2972.1312,0,11
3207,765,15.35,0,0.074553522,13,91.883,1,1987,0,2,1,2606.607,1,26
4389,765,15.35,0,0.13064231,13,88.383,4,1985,2,0,0,89.883,1,28
5973,765,15.35,0,0.074601506,13,90.983,6,2004,2,1,1,1348.245,1,9
7505,765,15.35,0,0.0699493345,13,88.28299999999999,8,1997,2,0,1,1797.66,1,16
436,1466,10.1,0,0.054630834,8,200.2084,8,1997,2,0,1,1587.2672,2,16
2114,1466,10.1,0,0.054939848,8,199.5084,2,2007,2,1,1,3372.9428,2,6
2777,1466,10.1,0,0.054585372,8,196.5084,1,1987,0,2,1,595.2252,2,26
2922,1466,10.1,0,0.054366282,8,199.6084,5,1985,1,2,3,7142.7024,2,28
4112,1466,10.1,0,0.054620504,8,197.5084,6,2004,2,1,1,2976.126,2,9
6854,1466,10.1,0,0.054853377,8,198.6084,3,2009,1,2,2,2182.4924,2,4
8180,1466,10.1,0,0.054741627,8,200.2084,7,2002,2,1,1,3174.5344,2,11
1500,1068,4.805,1,0.037668051,4,126.7704,1,1987,0,2,1,2628.5784,1,26
2866,1068,4.805,1,0.066006824,4,126.2704,4,1985,2,0,0,250.3408,1,28
5113,1068,4.805,1,0.037516862000000005,4,124.3704,5,1985,1,2,3,3004.0896,1,28
5415,1068,4.805,1,0.037852995,4,126.2704,3,2009,1,2,2,3629.9416,1,4
5514,1068,4.805,1,0.037699423,4,125.5704,8,1997,2,0,1,3880.2824,1,16
7667,1068,4.805,1,0.03612402583333334,4,123.9704,7,2002,2,1,1,2253.0672,1,11
617,95,10.1,0,0.046545786,7,59.9878,1,1987,0,2,1,484.7024,0,26
5658,95,10.1,0,0.046584552,7,61.2878,8,1997,2,0,1,1272.3438,0,16
8111,95,10.1,0,0.046848053,7,60.6878,2,2007,2,1,1,363.5268,0,6
2223,624,16.7,1,0.117026714,0,189.2214,0,1998,2,2,0,188.4214,1,15
7035,624,16.7,1,0.070312473,0,189.6214,2,2007,2,1,1,2826.321,1,6
7962,624,16.7,1,0.069903773,0,188.6214,6,2004,2,1,1,565.2642,1,9
2969,872,12.35,0,0.099674817,6,112.2518,1,1987,0,2,1,1366.2216,1,26
5767,872,12.35,0,0.100322104,6,113.7518,2,2007,2,1,1,2049.3324,1,6
6452,872,12.35,0,0.099757833,6,113.9518,8,1997,2,0,1,910.8144,1,16
7986,872,12.35,0,0.100164204,6,113.6518,3,2009,1,2,2,1593.9252,1,4
1097,548,5.785,1,0.04016342,13,181.166,5,1985,1,2,3,3415.554,1,28
1923,548,5.785,1,0.040325274,13,180.466,1,1987,0,2,1,719.064,1,26
6463,548,5.785,1,0.040587146,13,180.366,2,2007,2,1,1,1258.362,1,6
8037,548,5.785,1,0.040351229,13,181.366,6,2004,2,1,1,1977.426,1,9
8314,548,5.785,1,0.040523265,13,177.866,3,2009,1,2,2,4853.682,1,4
514,610,19.35,1,0.082197959,0,49.2034,1,1987,0,2,1,729.051,1,26
836,610,19.35,1,0.137697119,0,47.1034,0,1998,2,2,0,145.8102,1,15
2985,610,19.35,1,0.08239432099999999,0,48.5034,9,1999,1,0,1,243.017,1,14
3243,610,19.35,1,0.08273175099999999,0,49.2034,2,2007,2,1,1,777.6544,1,6
4140,610,19.35,1,0.082250863,0,48.7034,6,2004,2,1,1,534.6374,1,9
4180,610,19.35,1,0.08186804,0,46.8034,5,1985,1,2,3,1069.2748,1,28
4506,610,19.35,1,0.08226641900000001,0,48.8034,8,1997,2,0,1,340.2238,1,16
3090,716,8.06,0,0.021358889,2,232.3326,1,1987,0,2,1,2541.3586,1,26
3868,716,8.06,0,0.021497594,2,230.3326,2,2007,2,1,1,1386.1956,1,6
3950,716,8.06,0,0.035780177,2,230.2326,0,1998,2,2,0,693.0978,1,15
4788,716,8.06,0,0.021420031000000003,2,232.0326,7,2002,2,1,1,3003.4238,1,11
6000,716,8.06,0,0.021273161,2,229.1326,5,1985,1,2,3,7393.0432,1,28
6765,716,8.06,0,0.021409913,2,229.7326,9,1999,1,0,1,6930.978,1,14
7393,716,8.06,0,0.020514050125,2,232.7326,3,2009,1,2,2,3696.5216,1,4
8303,716,8.06,0,0.021372636,2,231.7326,6,2004,2,1,1,5313.7498,1,9
72,453,18.25,0,0.056988493333333334,15,164.7526,7,2002,2,1,1,4604.6728,1,11
136,453,18.25,0,0.059956876,15,165.4526,5,1985,1,2,3,5262.4832,1,28
1376,453,18.25,0,0.060198496,15,162.9526,1,1987,0,2,1,1151.1682,1,26
2159,453,18.25,0,0.10084386,15,166.3526,0,1998,2,2,0,164.4526,1,15
4095,453,18.25,0,0.060589424,15,162.5526,2,2007,2,1,1,986.7156,1,6
7041,453,18.25,0,0.06034230400000001,15,165.9526,9,1999,1,0,1,1644.526,1,14
517,23,9.8,0,0.013898123,14,46.506,3,2009,1,2,2,372.848,0,4
1686,23,9.8,0,0.013920032,14,45.006,2,2007,2,1,1,792.302,0,6
3796,23,9.8,0,0.013830218,14,45.306,1,1987,0,2,1,1304.968,0,26
4323,23,9.8,0,0.013869809,14,47.40600000000001,7,2002,2,1,1,978.726,0,11
4447,23,9.8,0,0.02316823,14,47.506,0,1998,2,2,0,186.424,0,15
7122,23,9.8,0,0.013863257,14,45.106,9,1999,1,0,1,1398.18,0,14
7908,23,9.8,0,0.013841737,14,45.206,8,1997,2,0,1,1211.756,0,16
878,905,16.75,0,0.129086113,1,89.4856,9,1999,1,0,1,1054.6272,1,14
2703,905,16.75,0,0.09217520514285715,1,88.7856,7,2002,2,1,1,966.7416,1,11
4015,905,16.75,0,0.12961476,1,86.1856,2,2007,2,1,1,1406.1696,1,6
4488,905,16.75,0,0.128861359,1,86.2856,6,2004,2,1,1,1406.1696,1,9
5536,905,16.75,0,0.09217520514285715,1,87.6856,5,1985,1,2,3,1845.5976,1,28
7155,905,16.75,0,0.128778474,1,89.1856,1,1987,0,2,1,1581.9408,1,26
7476,905,16.75,0,0.12888573,1,87.6856,8,1997,2,0,1,1494.0552,1,16
1006,504,19.85,0,0.053980685999999986,12,196.8768,1,1987,0,2,1,2561.9984,1,26
1765,504,19.85,0,0.053764023,12,195.7768,5,1985,1,2,3,3547.3824,1,28
2528,504,19.85,0,0.054025644000000005,12,197.2768,8,1997,2,0,1,6503.5344,1,16
4151,504,19.85,0,0.05410964,12,195.0768,9,1999,1,0,1,1970.768,1,14
5447,504,19.85,0,0.054331235,12,198.7768,2,2007,2,1,1,4532.7664,1,6
6429,504,19.85,0,0.054015429,12,196.3768,6,2004,2,1,1,4138.6128,1,9
8328,504,19.85,0,0.054245722,12,196.0768,3,2009,1,2,2,5518.1504,1,4
930,909,13.35,0,0.032230526,10,61.4194,9,1999,1,0,1,743.0328,1,14
2621,909,13.35,0,0.032180494,10,61.2194,8,1997,2,0,1,433.4358,1,16
7131,909,13.35,0,0.032024659,10,62.7194,5,1985,1,2,3,1857.582,1,28
1517,1485,12.85,0,0.053527105,8,185.1608,9,1999,1,0,1,2388.8904,2,14
8472,1485,12.85,0,0.053185208,8,182.9608,5,1985,1,2,3,1653.8472,2,28
291,633,10.695,1,0.060371962,2,174.0712,5,1985,1,2,3,3866.9664,1,28
2532,633,10.695,1,0.060654268,2,174.7712,6,2004,2,1,1,3339.6528,1,9
3673,633,10.695,1,0.060615254,2,174.0712,1,1987,0,2,1,2460.7968,1,26
3865,633,10.695,1,0.10154201,2,173.7712,0,1998,2,2,0,175.7712,1,15
7326,633,10.695,1,0.060912865,2,173.8712,3,2009,1,2,2,4570.0512,1,4
7634,633,10.695,1,0.061008889,2,177.5712,2,2007,2,1,1,2636.568,1,6
28,350,5.925,1,0.161466534,4,45.5086,0,1998,2,2,0,178.4344,1,15
755,350,5.925,1,0.09646733,4,42.8086,8,1997,2,0,1,669.1289999999998,1,16
2411,350,5.925,1,0.09644909,4,43.8086,6,2004,2,1,1,312.2602,1,9
5427,350,5.925,1,0.168901843,4,43.4086,4,1985,2,0,0,44.6086,1,28
5499,350,5.925,1,0.097012989,4,42.9086,2,2007,2,1,1,758.3462,1,6
6531,350,5.925,1,0.096387053,4,45.6086,1,1987,0,2,1,356.8688,1,26
7315,350,5.925,1,0.096000183,4,43.7086,5,1985,1,2,3,1293.6494,1,28
3052,478,13.8,0,0.135592588,4,263.7884,9,1999,1,0,1,3709.8376,1,14
3676,478,13.8,0,0.14215211,4,263.5884,2,2007,2,1,1,2384.8956,1,6
3993,478,13.8,0,0.24749009,4,263.1884,4,1985,2,0,0,529.9768,1,28
5752,478,13.8,0,0.141325834,4,265.0884,6,2004,2,1,1,8479.6288,1,9
5801,478,13.8,0,0.141352562,4,264.1884,8,1997,2,0,1,3179.8608,1,16
6908,478,13.8,0,0.14123493199999998,4,263.7884,1,1987,0,2,1,5564.7564,1,26
1459,235,9.3,0,0.028498354,0,195.8136,1,1987,0,2,1,2332.9632,1,26
3063,235,9.3,0,0.028516696,0,194.6136,6,2004,2,1,1,3110.6176,1,9
3239,235,9.3,0,0.028683422000000007,0,195.8136,2,2007,2,1,1,3693.8584,1,6
6233,235,9.3,0,0.028566433,0,193.0136,9,1999,1,0,1,4860.34,1,14
6525,235,9.3,0,0.028638276,0,195.8136,3,2009,1,2,2,2138.5496,1,4
7282,235,9.3,0,0.04774013,0,195.0136,0,1998,2,2,0,194.4136,1,15
865,543,12.5,0,0.112859454,3,118.344,2,2007,2,1,1,2157.192,1,6
1476,543,12.5,0,0.187841082,3,119.244,0,1998,2,2,0,119.844,1,15
2177,543,12.5,0,0.196490902,3,120.544,4,1985,2,0,0,479.376,1,28
4644,543,12.5,0,0.112681821,3,119.144,3,2009,1,2,2,3235.788,1,4
7679,543,12.5,0,0.112203445,3,121.144,6,2004,2,1,1,1438.128,1,9
8313,543,12.5,0,0.112399145,3,120.444,9,1999,1,0,1,1438.128,1,14
2024,1266,20.6,0,0.045380404000000006,8,148.4392,1,1987,0,2,1,1789.6704,2,26
3425,1266,20.6,0,0.0364338066,8,148.8392,8,1997,2,0,1,2684.5056,2,16
5586,1266,20.6,0,0.04551031,8,149.6392,7,2002,2,1,1,894.8352,2,11
7659,1266,20.6,0,0.045603215,8,149.2392,3,2009,1,2,2,4026.7584,2,4
8265,1266,20.6,0,0.045675104,8,150.9392,2,2007,2,1,1,4026.7584,2,6
308,1135,6.445,0,0.029691762000000007,0,92.6436,8,1997,2,0,1,1039.9796,1,16
2745,1135,6.445,0,0.029812714,0,95.4436,3,2009,1,2,2,1229.0668,1,4
3072,1135,6.445,0,0.029686148,0,96.4436,6,2004,2,1,1,378.1744,1,9
6068,1135,6.445,0,0.029667053,0,94.4436,1,1987,0,2,1,1134.5232,1,26
6578,1135,6.445,0,0.029859711,0,94.1436,2,2007,2,1,1,1418.154,1,6
8152,1135,6.445,0,0.049697923,0,95.0436,0,1998,2,2,0,94.5436,1,15
