,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_Combined,Outlet_Age
367,221,20.85,0,0.021325759,6,104.6306,6,2004,2,1,1,1,9
1471,221,20.85,0,0.021450443,6,103.6306,2,2007,2,1,1,1,6
2314,221,20.85,0,0.021226502,6,104.0306,5,1985,1,2,3,1,28
869,691,8.0,1,0.030239711000000002,1,250.6092,1,1987,0,2,1,1,26
1070,691,8.0,1,0.052989927,1,250.3092,4,1985,2,0,0,1,28
2366,691,8.0,1,0.030326275,1,251.0092,7,2002,2,1,1,1,11
3243,691,8.0,1,0.030259174,1,250.6092,6,2004,2,1,1,1,9
3333,691,8.0,1,0.030436087,1,249.0092,2,2007,2,1,1,1,6
5066,691,8.0,1,0.030388183,1,247.8092,3,2009,1,2,2,1,4
334,1422,12.8,0,0.091552173,11,107.1938,2,2007,2,1,1,2,6
1004,1422,12.8,0,0.091020015,11,106.6938,6,2004,2,1,1,2,9
2602,1422,12.8,0,0.09117876800000001,11,109.1938,9,1999,1,0,1,2,14
4963,1422,12.8,0,0.091037229,11,108.9938,8,1997,2,0,1,2,16
5501,1422,12.8,0,0.09096147,11,105.2938,1,1987,0,2,1,2,26
2255,707,17.7,0,0.029985482999999997,13,167.7816,9,1999,1,0,1,1,14
4318,707,17.7,0,0.029938936,13,168.7816,8,1997,2,0,1,1,16
1112,892,15.35,0,0.014016743,5,36.019,6,2004,2,1,1,1,9
2490,892,15.35,0,0.009364415333333334,5,37.219,8,1997,2,0,1,1,16
5612,892,15.35,0,0.014076503,5,38.419000000000004,3,2009,1,2,2,1,4
442,719,6.785,1,0.042047755,10,44.6112,9,1999,1,0,1,1,14
1494,719,6.785,1,0.07027007,10,43.9112,0,1998,2,2,0,1,15
3401,719,6.785,1,0.041974545,10,42.3112,6,2004,2,1,1,1,9
4190,719,6.785,1,0.042067625,10,41.4112,7,2002,2,1,1,1,11
4387,719,6.785,1,0.03976332466666667,10,43.4112,8,1997,2,0,1,1,16
5440,719,6.785,1,0.042219953,10,42.6112,2,2007,2,1,1,1,6
1265,713,12.6,0,0.087947879,6,109.9228,2,2007,2,1,1,1,6
2558,713,12.6,0,0.06574756550000001,6,110.8228,3,2009,1,2,2,1,4
3214,713,12.6,0,0.087453208,6,110.0228,8,1997,2,0,1,1,16
4233,713,12.6,0,0.087589175,6,112.3228,9,1999,1,0,1,1,14
1000,1443,7.725,0,0.028931499,9,121.5414,5,1985,1,2,3,2,28
2496,1443,7.725,0,0.029048089,9,120.2414,1,1987,0,2,1,2,26
3210,1443,7.725,0,0.029072282999999997,9,120.1414,8,1997,2,0,1,2,16
3318,1443,7.725,0,0.029190711,9,122.4414,3,2009,1,2,2,2,4
4764,1443,7.725,0,0.029066785,9,121.0414,6,2004,2,1,1,2,9
1761,1149,17.1,1,0.07404547,6,205.8638,6,2004,2,1,1,1,9
3962,1149,17.1,1,0.07447838400000001,6,208.7638,2,2007,2,1,1,1,6
5149,1149,17.1,1,0.07420966799999999,6,206.3638,7,2002,2,1,1,1,11
932,1253,20.6,0,0.045198260999999997,8,150.2392,5,1985,1,2,3,2,28
1134,1253,20.6,0,0.076020756,8,149.3392,0,1998,2,2,0,2,15
2145,1253,20.6,0,0.04167695774999999,8,147.5392,6,2004,2,1,1,2,9
3335,1253,20.6,0,0.045488814,8,149.9392,9,1999,1,0,1,2,14
3065,42,8.93,0,0.028474903,4,152.334,7,2002,2,1,1,0,11
3979,1252,20.5,0,0.143256515,9,35.419000000000004,6,2004,2,1,1,2,9
878,877,16.85,1,0.023190397999999997,13,44.8428,9,1999,1,0,1,1,14
1844,877,16.85,1,0.023042273,13,42.6428,5,1985,1,2,3,1,28
2261,877,16.85,1,0.023150021,13,42.1428,6,2004,2,1,1,1,9
2431,877,16.85,1,0.02328537,13,45.4428,2,2007,2,1,1,1,6
2752,207,7.575,0,0.055615757,4,196.4768,3,2009,1,2,2,1,4
3048,207,7.575,0,0.055703431,4,195.3768,2,2007,2,1,1,1,6
5479,207,7.575,0,0.055344027000000004,4,195.3768,1,1987,0,2,1,1,26
161,1394,19.1,0,0.09190040599999999,11,182.5608,6,2004,2,1,1,2,9
1123,1394,19.1,0,0.069074206,11,184.4608,1,1987,0,2,1,2,26
2078,1394,19.1,0,0.09210419800000001,11,185.6608,7,2002,2,1,1,2,11
2737,1394,19.1,0,0.09229222,11,184.2608,3,2009,1,2,2,2,4
1261,1482,5.4,0,0.048116257999999995,8,164.9526,8,1997,2,0,1,2,16
2648,1482,5.4,0,0.08053675099999999,8,165.8526,0,1998,2,2,0,2,15
2996,1482,5.4,0,0.048213839,8,162.8526,7,2002,2,1,1,2,11
3276,1482,5.4,0,0.048107159000000004,8,166.3526,6,2004,2,1,1,2,9
3674,1482,5.4,0,0.048076217000000004,8,164.1526,1,1987,0,2,1,2,26
3824,1482,5.4,0,0.048191066,8,162.8526,9,1999,1,0,1,2,14
5530,1482,5.4,0,0.04589161285714286,8,164.9526,3,2009,1,2,2,2,4
336,901,13.35,0,0.03236252,10,62.0194,2,2007,2,1,1,1,6
3112,901,13.35,0,0.032311584,10,63.3194,3,2009,1,2,2,1,4
3501,901,13.35,0,0.032245757,10,60.5194,7,2002,2,1,1,1,11
4376,901,13.35,0,0.032174409,10,60.4194,6,2004,2,1,1,1,9
4832,901,13.35,0,0.032153714,10,62.6194,1,1987,0,2,1,1,26
340,666,11.5,0,0.073178424,6,189.153,3,2009,1,2,2,1,4
1113,666,11.5,0,0.073293783,6,191.053,2,2007,2,1,1,1,6
2093,666,11.5,0,0.072867754,6,191.653,6,2004,2,1,1,1,9
5490,666,11.5,0,0.12198874900000001,6,191.453,0,1998,2,2,0,1,15
5669,666,11.5,0,0.072528603,6,188.053,5,1985,1,2,3,1,28
728,990,20.85,0,0.037222843,5,195.2478,5,1985,1,2,3,1,28
3469,990,20.85,0,0.037462127000000005,5,194.2478,9,1999,1,0,1,1,14
3741,990,20.85,0,0.065489529,5,193.3478,4,1985,2,0,0,1,28
4781,990,20.85,0,0.037615546,5,192.4478,2,2007,2,1,1,1,6
1062,617,18.25,0,0.07628107099999999,13,213.0218,3,2009,1,2,2,1,4
2316,617,18.25,0,0.07640132200000001,13,212.7218,2,2007,2,1,1,1,6
681,526,6.85,0,0.022772467,5,263.2594,5,1985,1,2,3,1,28
2666,526,6.85,0,0.022918857999999997,5,261.5594,9,1999,1,0,1,1,14
4499,526,6.85,0,0.022929687999999997,5,261.4594,7,2002,2,1,1,1,11
5311,526,6.85,0,0.04006567,5,262.5594,4,1985,2,0,0,1,28
669,1468,5.945,0,0.09257572300000001,9,130.9652,5,1985,1,2,3,2,28
2518,1468,5.945,0,0.092948793,9,127.5652,1,1987,0,2,1,2,26
540,684,15.1,0,0.09530602699999999,0,157.1604,9,1999,1,0,1,1,14
4897,684,15.1,0,0.09507889300000001,0,159.6604,1,1987,0,2,1,1,26
242,509,5.095,1,0.21676258399999998,13,142.2838,0,1998,2,2,0,1,15
630,509,5.095,1,0.13023619,13,140.3838,2,2007,2,1,1,1,6
3378,509,5.095,1,0.22674419899999998,13,140.2838,4,1985,2,0,0,1,28
3873,509,5.095,1,0.129503664,13,138.6838,8,1997,2,0,1,1,16
2016,329,17.6,1,0.053263687000000004,15,44.606,9,1999,1,0,1,1,14
3173,329,17.6,1,0.052923474000000005,15,46.706,5,1985,1,2,3,1,28
3931,329,17.6,1,0.048800315,15,46.606,1,1987,0,2,1,1,26
4985,329,17.6,1,0.089014099,15,46.506,0,1998,2,2,0,1,15
2042,51,6.385,0,0.084312514,7,109.1596,2,2007,2,1,1,0,6
2673,51,6.385,0,0.083822437,7,107.3596,6,2004,2,1,1,0,9
3244,51,6.385000000000001,0,0.083432299,7,107.4596,5,1985,1,2,3,0,28
4013,51,6.385,0,0.083968636,7,105.9596,9,1999,1,0,1,0,14
1310,733,8.1,1,0.13459596699999998,3,38.448,7,2002,2,1,1,1,11
1516,733,8.1,1,0.224830093,3,40.248000000000005,0,1998,2,2,0,1,15
4181,733,8.1,1,0.134323555,3,38.948,8,1997,2,0,1,1,16
4676,733,8.1,1,0.134298156,3,40.448,6,2004,2,1,1,1,9
5155,733,8.1,1,0.135083344,3,40.848,2,2007,2,1,1,1,6
1958,173,6.32,0,0.012743738000000001,10,38.6822,7,2002,2,1,1,1,11
3604,173,6.32,0,0.0063718690000000005,10,39.5822,4,1985,2,0,0,1,28
22,420,13.65,0,0.06563084400000001,5,47.7402,8,1997,2,0,1,1,16
2371,420,13.65,0,0.065763945,5,46.4402,7,2002,2,1,1,1,11
3183,420,13.65,0,0.066002079,5,44.2402,2,2007,2,1,1,1,6
2094,495,11.85,1,0.055831398,0,50.5666,7,2002,2,1,1,1,11
2929,495,11.85,1,0.055945372,0,53.2666,3,2009,1,2,2,1,4
3473,495,11.85,1,0.097555725,0,52.7666,4,1985,2,0,0,1,28
4393,495,11.85,1,0.05544858,0,52.3666,5,1985,1,2,3,1,28
5335,495,11.85,1,0.055718399,0,49.6666,8,1997,2,0,1,1,16
3050,1412,10.0,0,0.036764280499999996,8,118.744,1,1987,0,2,1,2,26
5678,1412,10.0,0,0.07352856099999999,8,118.744,7,2002,2,1,1,2,11
41,1168,19.75,0,0.06923642099999999,6,116.6466,0,1998,2,2,0,1,15
245,1168,19.75,0,0.041598912,6,118.0466,2,2007,2,1,1,1,6
2136,1168,19.75,0,0.041164623,6,117.7466,5,1985,1,2,3,1,28
2742,1168,19.75,0,0.041357113,6,116.1466,6,2004,2,1,1,1,9
3747,1168,19.75,0,0.041364935,6,117.7466,8,1997,2,0,1,1,16
696,805,17.0,0,0.1196271,5,249.0434,7,2002,2,1,1,1,11
2283,805,17.0,0,0.19982598699999998,5,247.8434,0,1998,2,2,0,1,15
5134,805,17.0,0,0.119384984,5,249.1434,8,1997,2,0,1,1,16
3828,167,6.48,0,0.033871687000000004,13,147.9076,1,1987,0,2,1,1,26
4509,167,6.48,0,0.034037991000000004,13,147.2076,3,2009,1,2,2,1,4
5103,167,6.48,0,0.033735736,13,148.5076,5,1985,1,2,3,1,28
325,725,5.15,1,0.060880827,10,124.4388,5,1985,1,2,3,1,28
3400,725,5.15,1,0.10711317,10,125.1388,4,1985,2,0,0,1,28
4095,725,5.15,1,0.061426289,10,122.7388,3,2009,1,2,2,1,4
569,107,5.0,0,0.0353013916,14,188.35299999999998,1,1987,0,2,1,0,26
1032,107,5.0,0,0.044183930999999996,14,188.653,3,2009,1,2,2,0,4
2181,107,5.0,0,0.044253583,14,188.553,2,2007,2,1,1,0,6
2693,107,5.0,0,0.043996354,14,189.35299999999998,6,2004,2,1,1,0,9
5659,107,5.0,0,0.04407309,14,188.85299999999998,9,1999,1,0,1,0,14
528,916,5.94,1,0.051427223,1,187.7556,4,1985,2,0,0,1,28
1371,916,5.94,1,0.029347923999999997,1,188.4556,1,1987,0,2,1,1,26
3691,916,5.94,1,0.029431935,1,188.7556,7,2002,2,1,1,1,11
4413,916,5.94,1,0.029418033,1,185.8556,9,1999,1,0,1,1,14
2031,978,16.7,1,0.042618956,4,117.3782,8,1997,2,0,1,1,16
4207,978,16.7,1,0.04258349,4,121.1782,1,1987,0,2,1,1,26
4982,978,16.7,1,0.042705388,4,120.2782,7,2002,2,1,1,1,11
3640,534,12.8,1,0.023578675,10,225.2404,7,2002,2,1,1,1,11
765,751,15.6,0,0.14307889199999999,2,126.4994,6,2004,2,1,1,1,9
2585,751,15.6,0,0.143328443,2,129.7994,9,1999,1,0,1,1,14
3572,751,15.6,0,0.142412955,2,126.4994,5,1985,1,2,3,1,28
4159,751,15.6,0,0.239530025,2,126.4994,0,1998,2,2,0,1,15
4495,751,15.6,0,0.14310595199999998,2,126.7994,8,1997,2,0,1,1,16
1559,469,18.2,1,0.066241884,6,250.9092,1,1987,0,2,1,1,26
4146,469,18.2,1,0.065976009,6,249.0092,5,1985,1,2,3,1,28
1723,78,8.26,0,0.034404287,7,113.5834,8,1997,2,0,1,0,16
2151,78,8.26,0,0.034375656,7,115.3834,1,1987,0,2,1,0,26
3499,78,8.26,0,0.034598891,7,115.9834,2,2007,2,1,1,0,6
4443,1158,11.8,0,0.0,6,44.1402,6,2004,2,1,1,1,9
4736,1158,11.8,0,0.0,6,45.5402,8,1997,2,0,1,1,16
504,1012,7.35,0,0.028589521,6,42.0454,6,2004,2,1,1,1,9
3462,1012,7.35,0,0.017197116,6,43.6454,4,1985,2,0,0,1,28
4651,1012,7.35,0,0.028756672999999996,6,40.5454,2,2007,2,1,1,1,6
4706,1012,7.35,0,0.017197116,6,43.8454,8,1997,2,0,1,1,16
5072,1012,7.35,0,0.028639386,6,41.7454,9,1999,1,0,1,1,14
3538,551,9.195,0,0.10121065,0,44.4744,1,1987,0,2,1,1,26
3901,551,9.195,0,0.06769285366666666,0,45.6744,9,1999,1,0,1,1,14
5275,551,9.195,0,0.10186791099999999,0,46.4744,2,2007,2,1,1,1,6
1408,1429,8.42,0,0.11249869900000001,8,62.8168,7,2002,2,1,1,2,11
2285,1429,8.42,0,0.112445562,8,64.8168,9,1999,1,0,1,2,14
2727,1429,8.42,0,0.196572047,8,63.7168,4,1985,2,0,0,2,28
548,660,18.85,1,0.13830537199999998,13,251.1724,8,1997,2,0,1,1,16
746,660,18.85,1,0.13827922,13,251.8724,6,2004,2,1,1,1,9
2812,660,18.85,1,0.1385204,13,252.3724,9,1999,1,0,1,1,14
4057,660,18.85,1,0.10377624799999999,13,252.6724,5,1985,1,2,3,1,28
2745,258,15.7,0,0.122992956,3,133.3942,3,2009,1,2,2,1,4
3858,258,15.699999999999998,0,0.121900785,3,132.8942,5,1985,1,2,3,1,28
4611,258,15.7,0,0.123186843,3,133.5942,2,2007,2,1,1,1,6
4834,258,15.7,0,0.12249396800000001,3,133.9942,8,1997,2,0,1,1,16
169,553,5.46,1,0.053858378,3,186.924,0,1998,2,2,0,1,15
4898,553,5.46,1,0.032150627,3,185.12400000000002,1,1987,0,2,1,1,26
5648,553,5.46,1,0.028669668333333332,3,187.524,5,1985,1,2,3,1,28
19,178,13.6,0,0.196897637,13,193.7136,0,1998,2,2,0,1,15
2108,178,13.6,0,0.117635456,13,192.5136,8,1997,2,0,1,1,16
5491,178,13.6,0,0.11811465300000001,13,196.4136,3,2009,1,2,2,1,4
141,801,7.155,1,0.16818637600000003,1,36.5874,8,1997,2,0,1,1,16
2179,801,7.155,1,0.294472634,1,34.1874,4,1985,2,0,0,1,28
3143,801,7.155,1,0.168447861,1,35.8874,9,1999,1,0,1,1,14
3728,801,7.155,1,0.168046416,1,33.8874,1,1987,0,2,1,1,26
5191,801,7.155,1,0.167371926,1,36.4874,5,1985,1,2,3,1,28
882,463,12.3,0,0.036760791,13,116.9834,5,1985,1,2,3,1,28
4134,277,13.3,0,0.079930344,4,231.03,9,1999,1,0,1,1,14
4251,277,13.3,0,0.079419801,4,231.93,5,1985,1,2,3,1,28
4696,277,13.3,0,0.079968115,4,234.43,7,2002,2,1,1,1,11
134,85,14.15,0,0.18379260000000003,14,81.3276,9,1999,1,0,1,0,14
1175,85,14.15,0,0.18261865300000002,14,81.6276,5,1985,1,2,3,0,28
4157,85,14.15,0,0.184545287,14,82.1276,2,2007,2,1,1,0,6
5205,85,14.15,0,0.183354585,14,80.9276,1,1987,0,2,1,0,26
1376,1407,11.15,0,0.073307104,11,65.2142,1,1987,0,2,1,2,26
2242,1407,11.15,0,0.073368159,11,67.2142,8,1997,2,0,1,2,16
3067,1407,11.15,0,0.128458176,11,67.8142,4,1985,2,0,0,2,28
685,861,10.195,1,0.14616317,4,193.1794,7,2002,2,1,1,1,11
3569,861,10.195,1,0.109437224,4,196.7794,3,2009,1,2,2,1,4
3997,861,10.195,1,0.14574596,4,196.2794,1,1987,0,2,1,1,26
5076,861,10.195,1,0.145839766,4,194.9794,6,2004,2,1,1,1,9
629,1423,7.105,0,0.04480028900000001,9,58.0562,6,2004,2,1,1,2,9
2776,1423,7.105,0,0.044808762,9,58.7562,8,1997,2,0,1,2,16
2976,1423,7.105,0,0.044899636,9,61.0562,7,2002,2,1,1,2,11
3900,1423,7.105,0,0.044878428,9,59.7562,9,1999,1,0,1,2,14
4654,1423,7.105000000000001,0,0.078454358,9,58.3562,4,1985,2,0,0,2,28
5058,1423,7.105,0,0.045062219,9,58.4562,2,2007,2,1,1,2,6
1641,795,20.75,0,0.089765562,2,194.6478,2,2007,2,1,1,1,6
2237,795,20.75,0,0.156283906,2,195.3478,4,1985,2,0,0,1,28
4580,795,20.75,0,0.08939944400000001,2,193.9478,9,1999,1,0,1,1,14
4618,795,20.75,0,0.08944169,2,192.0478,7,2002,2,1,1,1,11
4810,795,20.75,0,0.08962427699999999,2,193.9478,3,2009,1,2,2,1,4
714,1062,12.1,0,0.148682491,6,106.728,7,2002,2,1,1,1,11
1587,1062,12.1,0,0.148381569,6,104.928,8,1997,2,0,1,1,16
2080,1062,12.1,0,0.111354393,6,106.52799999999999,2,2007,2,1,1,1,6
4198,1062,12.1,0,0.148353512,6,105.12799999999999,6,2004,2,1,1,1,9
294,962,11.1,0,0.059557164,6,149.2366,5,1985,1,2,3,1,28
1788,962,11.1,0,0.060090767,6,152.5366,3,2009,1,2,2,1,4
5129,962,11.1,0,0.060185494000000006,6,149.6366,2,2007,2,1,1,1,6
3738,537,15.6,1,0.105509616,13,172.8764,7,2002,2,1,1,1,11
5646,537,15.6,1,0.10545978,13,172.4764,9,1999,1,0,1,1,14
279,914,15.15,1,0.012313256000000002,13,132.8284,3,2009,1,2,2,1,4
1998,914,15.15,1,0.0122633,13,131.4284,8,1997,2,0,1,1,16
4293,914,15.15,1,0.020526251000000002,13,131.5284,0,1998,2,2,0,1,15
4518,914,15.15,1,0.01127570175,13,132.9284,1,1987,0,2,1,1,26
1305,758,7.52,1,0.07368583299999999,0,183.895,0,1998,2,2,0,1,15
3533,758,7.52,1,0.043986578,0,182.295,1,1987,0,2,1,1,26
3898,758,7.52,1,0.077078963,0,184.695,4,1985,2,0,0,1,28
5041,758,7.52,1,0.044014887999999995,0,181.795,6,2004,2,1,1,1,9
1161,1477,14.6,0,0.059497510999999996,9,182.4976,9,1999,1,0,1,2,14
3024,1477,14.6,0,0.059525627000000005,9,182.1976,7,2002,2,1,1,2,11
3681,1477,14.6,0,0.059355717,9,182.6976,1,1987,0,2,1,2,26
4224,1477,14.6,0,0.099432046,9,179.5976,0,1998,2,2,0,2,15
5197,1477,14.6,0,0.10401075300000001,9,179.1976,4,1985,2,0,0,2,28
5622,1477,14.6,0,0.059647144000000006,9,183.0976,3,2009,1,2,2,2,4
391,756,15.7,1,0.030599357999999997,13,251.4724,1,1987,0,2,1,1,26
1178,756,15.7,1,0.030749596,13,250.6724,3,2009,1,2,2,1,4
4033,756,15.7,1,0.030619052999999997,13,252.4724,6,2004,2,1,1,1,9
4187,756,15.699999999999998,1,0.053620148,13,250.4724,4,1985,2,0,0,1,28
1374,293,12.15,0,0.018447852,5,252.6698,7,2002,2,1,1,1,11
621,886,6.67,1,0.0617026275,13,86.5514,0,1998,2,2,0,1,15
4411,886,6.67,1,0.123405255,13,88.4514,6,2004,2,1,1,1,9
858,1273,19.1,0,0.310376916,9,172.2422,4,1985,2,0,0,2,28
2312,1273,19.1,0,0.155188458,9,173.8422,1,1987,0,2,1,2,26
2492,412,8.975,1,0.05271917,3,84.9224,6,2004,2,1,1,1,9
348,1129,15.1,1,0.099858247,6,146.4786,8,1997,2,0,1,1,16
625,1129,15.1,1,0.09977514800000001,6,142.9786,1,1987,0,2,1,1,26
5655,1129,15.1,1,0.09937467900000001,6,143.6786,5,1985,1,2,3,1,28
387,627,10.695,1,0.060665739,2,173.7712,8,1997,2,0,1,1,16
837,627,10.695,1,0.060788771,2,175.6712,7,2002,2,1,1,1,11
2694,627,10.695,1,0.106217878,2,176.7712,4,1985,2,0,0,1,28
4476,627,10.695,1,0.056918097,2,176.1712,9,1999,1,0,1,1,14
2138,1162,6.71,1,0.0296204,0,66.1142,7,2002,2,1,1,1,11
2389,1162,6.71,1,0.029554862,0,67.8142,6,2004,2,1,1,1,9
4927,1162,6.71,1,0.029417303,0,64.1142,5,1985,1,2,3,1,28
931,199,10.895,0,0.13614823,4,263.2568,5,1985,1,2,3,1,28
5620,199,10.895,0,0.137088198,4,265.0568,7,2002,2,1,1,1,11
194,866,8.895,1,0.081073148,13,51.2008,6,2004,2,1,1,1,9
797,866,8.895,1,0.081021001,13,49.0008,1,1987,0,2,1,1,26
3382,866,8.895,1,0.081214552,13,51.4008,9,1999,1,0,1,1,14
3421,866,8.895,1,0.081418801,13,51.7008,3,2009,1,2,2,1,4
3442,866,8.895,1,0.08108848099999999,13,50.2008,8,1997,2,0,1,1,16
306,1492,5.485,0,0.0342979382,8,165.7842,5,1985,1,2,3,2,28
1508,1492,5.485,0,0.042751812,8,164.5842,8,1997,2,0,1,2,16
3327,1492,5.485,0,0.042925965,8,164.5842,3,2009,1,2,2,2,4
4629,1492,5.485,0,0.042993634,8,167.3842,2,2007,2,1,1,2,6
4933,1492,5.485,0,0.04281828,8,163.9842,9,1999,1,0,1,2,14
1098,734,15.2,0,0.084073075,10,255.533,9,1999,1,0,1,1,14
1466,734,15.2,0,0.084284513,10,254.933,3,2009,1,2,2,1,4
2001,734,15.200000000000001,0,0.146972598,10,256.33299999999997,4,1985,2,0,0,1,28
3525,734,15.2,0,0.084112804,10,257.733,7,2002,2,1,1,1,11
3692,734,15.2,0,0.08392669400000001,10,257.133,6,2004,2,1,1,1,9
4866,734,15.2,0,0.08441738,10,258.233,2,2007,2,1,1,1,6
5410,734,15.2,0,0.081466203875,10,258.233,1,1987,0,2,1,1,26
5433,734,15.2,0,0.083942567,10,257.433,8,1997,2,0,1,1,16
139,1026,5.635,0,0.103186396,0,151.805,1,1987,0,2,1,1,26
174,1026,5.635,0,0.103856487,0,151.305,2,2007,2,1,1,1,6
192,1026,5.635,0,0.10327233599999999,0,151.205,8,1997,2,0,1,1,16
4014,1026,5.635,0,0.102772236,0,148.705,5,1985,1,2,3,1,28
4339,1026,5.635,0,0.08261749100000002,0,149.405,6,2004,2,1,1,1,9
1193,840,12.5,0,0.020814797,1,198.4742,2,2007,2,1,1,1,6
928,1382,11.5,0,0.017669658,8,129.8626,9,1999,1,0,1,2,14
971,1382,11.5,0,0.017627547,8,130.4626,1,1987,0,2,1,2,26
341,126,15.2,0,0.113535259,14,36.0848,2,2007,2,1,1,0,6
353,126,15.2,0,0.11287532199999999,14,37.2848,6,2004,2,1,1,0,9
3340,126,15.2,0,0.18896587899999998,14,35.9848,0,1998,2,2,0,0,15
3965,126,15.2,0,0.11280271900000001,14,35.8848,1,1987,0,2,1,0,26
5413,126,15.2,0,0.11335656300000001,14,38.1848,3,2009,1,2,2,0,4
1920,594,15.7,1,0.12246693300000001,6,113.0544,8,1997,2,0,1,1,16
3542,594,15.7,1,0.122965811,6,113.2544,3,2009,1,2,2,1,4
3584,594,15.7,1,0.12244377599999999,6,111.3544,6,2004,2,1,1,1,9
5062,594,15.699999999999998,1,0.12187388099999999,6,113.1544,5,1985,1,2,3,1,28
1,1067,8.3,1,0.038427677,4,87.3198,2,2007,2,1,1,1,6
2982,1067,8.3,1,0.031865647999999996,4,87.8198,0,1998,2,2,0,1,15
3911,1067,8.3,1,0.038270946,4,85.9198,9,1999,1,0,1,1,14
4243,1067,8.3,1,0.038179738,4,88.7198,1,1987,0,2,1,1,26
4478,1067,8.3,1,0.038289031,4,88.4198,7,2002,2,1,1,1,11
5142,1067,8.3,1,0.038026496,4,87.8198,5,1985,1,2,3,1,28
481,1471,8.6,0,0.06969924,9,92.6146,3,2009,1,2,2,2,4
1683,1471,8.6,0,0.0693587,9,89.9146,1,1987,0,2,1,2,26
1884,1471,8.6,0,0.069557245,9,91.5146,7,2002,2,1,1,2,11
3126,1471,8.6,0,0.069080314,9,89.6146,5,1985,1,2,3,2,28
4803,1471,8.6,0,0.12153927199999999,9,92.4146,4,1985,2,0,0,2,28
543,225,13.0,0,0.268966279,3,79.1986,4,1985,2,0,0,1,28
1016,225,13.0,0,0.153589518,3,78.4986,6,2004,2,1,1,1,9
2279,225,13.0,0,0.152874661,3,78.7986,5,1985,1,2,3,1,28
2797,225,13.0,0,0.15349072800000002,3,79.1986,1,1987,0,2,1,1,26
550,876,19.85,1,0.020994235,13,60.7194,2,2007,2,1,1,1,6
1086,876,19.85,1,0.020775058,13,63.2194,5,1985,1,2,3,1,28
2339,876,19.85,1,0.020876151000000003,13,61.2194,8,1997,2,0,1,1,16
3504,876,19.85,1,0.020872204,13,62.4194,6,2004,2,1,1,1,9
4398,876,19.85,1,0.020918489,13,63.3194,7,2002,2,1,1,1,11
183,1294,8.97,0,0.093540749,9,55.4956,2,2007,2,1,1,2,6
4442,1294,8.97,0,0.093393523,9,54.0956,3,2009,1,2,2,2,4
4733,1294,8.97,0,0.155687405,9,52.8956,0,1998,2,2,0,2,15
75,14,13.0,1,0.045076104000000006,14,173.7054,7,2002,2,1,1,0,11
1400,14,13.0,1,0.075295456,14,174.4054,0,1998,2,2,0,0,15
2420,14,13.0,1,0.078762707,14,175.6054,4,1985,2,0,0,0,28
5207,14,13.0,1,0.045054813,14,173.8054,9,1999,1,0,1,0,14
5664,14,13.0,1,0.045168123,14,173.4054,3,2009,1,2,2,0,4
546,1130,9.195,1,0.11796341800000001,13,161.1578,3,2009,1,2,2,1,4
4475,1130,9.195,1,0.117723097,13,159.5578,7,2002,2,1,1,1,11
3546,605,12.15,1,0.042313078,3,123.2046,8,1997,2,0,1,1,16
5461,605,12.15,1,0.04239889,3,126.1046,7,2002,2,1,1,1,11
5626,605,12.15,1,0.042108175,3,125.5046,5,1985,1,2,3,1,28
651,1033,9.6,1,0.02733844,13,258.1304,6,2004,2,1,1,1,9
1302,1033,9.6,1,0.027498277,13,260.2304,2,2007,2,1,1,1,6
2478,1033,9.6,1,0.027320856,13,259.8304,1,1987,0,2,1,1,26
2787,1033,9.6,1,0.027211198,13,257.5304,5,1985,1,2,3,1,28
3373,730,19.0,0,0.12861192400000002,13,104.1622,3,2009,1,2,2,1,4
3848,730,19.0,0,0.214396632,13,105.8622,0,1998,2,2,0,1,15
4804,730,19.0,0,0.224269298,13,104.4622,4,1985,2,0,0,1,28
2002,559,7.09,0,0.007229947,0,48.3034,7,2002,2,1,1,1,11
4626,559,7.09,0,0.006633359,0,49.1034,3,2009,1,2,2,1,4
4772,559,7.09,0,0.012076957,0,48.6034,0,1998,2,2,0,1,15
5270,559,7.09,0,0.007226532,0,49.3034,9,1999,1,0,1,1,14
4645,1512,18.35,0,0.030495077000000002,8,194.0162,8,1997,2,0,1,2,16
5104,1512,18.35,0,0.030489311,8,191.1162,6,2004,2,1,1,2,9
3220,1192,14.0,0,0.023869126,0,101.5332,2,2007,2,1,1,1,6
5044,1192,14.0,0,0.023619935,0,103.3332,5,1985,1,2,3,1,28
5314,1192,14.0,0,0.023771773,0,102.2332,9,1999,1,0,1,1,14
1353,704,6.76,1,0.029027742999999998,6,81.396,9,1999,1,0,1,1,14
4604,704,6.76,1,0.02904146,6,80.796,7,2002,2,1,1,1,11
4779,704,6.76,1,0.048511068,6,77.99600000000001,0,1998,2,2,0,1,15
5116,704,6.76,1,0.050744935,6,79.49600000000001,4,1985,2,0,0,1,28
5653,704,6.76,1,0.028977202,6,80.296,6,2004,2,1,1,1,9
2239,1519,16.7,0,0.026674614,9,248.8776,7,2002,2,1,1,2,11
2463,1519,16.7,0,0.026662015,9,247.5776,9,1999,1,0,1,2,14
2587,1519,16.7,0,0.026615592999999996,9,247.4776,6,2004,2,1,1,2,9
